corpusname,corpusidnumeric,personname,ethnicity,gender
I Aeg Thrace,10215,2728|2729,,
Other,100301,9258,,
IG Bulg 4,62074,9872,,
I Aeg Thrace,10121,470,,
Other,100300,2177|9819|1616,,
"IG Bulg 3,1",40966,507,,
"IG Bulg 3,1",40906,2176|2189|2609,,
IG Bulg 2,30798,3891,,
IG Bulg 5,75611,1085,,
IK Byzantion,95091,10012|14458,,
"IG Bulg 3,1",40924,3951,,
I Aeg Thrace,10279,279,,
"IG Bulg 3,2",51615,7102,,
"IG Bulg 3,1",41411,6789,,
IG Bulg 4,62079,2189|246,,
IK Byzantion,96008,6986,,
"IG Bulg 3,2",51631,1194,,
IG Bulg 2,30657,6054|2215,,
IG Bulg 1(2),20318,16695,,
I Aeg Thrace,10374,2677,,
IG Bulg 1(2),20349.4,625,,
IG Bulg 4,62291,378,,
IG Bulg 2,30531,2211|1432,,
IG Bulg 5,75129,2188|11800,,
I Aeg Thrace,10312,4588|2211,,
IG Bulg 2,30602,2429,,
IG Bulg 1(2),20406,1310,,
IG Bulg 1(2),20063.2,2196|2212,,
IG Bulg 1(2),20028,133,,
IG Bulg 5,75085,1631,,
I Aeg Thrace,10070,993,,
"IG Bulg 3,2",51763,2189|2252,,
IG Bulg 4,62282,11298,,
IG Bulg 1(2),20045.2,3891,,
IG Bulg 2,30642,2458|2229,,
IG Bulg 5,75589,13480,,
Perinthos-Herakleia,80282,1768,,
I Aeg Thrace,10212,141,,
IG Bulg 4,62053,3713|749,,
IG Bulg 2,30621,2609,,
"IG Bulg 3,1",41090,1516,,
IK Byzantion,95206,9028,,
Other,100290,791,,
IG Bulg 2,30566,2412|264,,
Other,100081,15722,,
IG Bulg 1(2),20438,142,,
IG Bulg 1(2),10073,1579,,
IK Byzantion,95170,2287,,
IG Bulg 1(2),20047,2189|2176,,
IG Bulg 5,75062,1538,,
Perinthos-Herakleia,80188,12806,,
IK Byzantion,96054,14970,,
IG Bulg 1(2),20047,2189|1087,,
"IG Bulg 3,2",51649,1430,,
Perinthos-Herakleia,80180,2188|195,,
IK Byzantion,95318,2188|15068|15400,,
"IG Bulg 3,2",51690,1194,,
IG Bulg 1(2),20078,842,,
"IG Bulg 3,1",41102,9576,,
IG Bulg 1(2),20140.2,2287,,
Other,100133,56,,
Other,100296,2176|2189|16143,,
Other,100153,16330,,
"IG Bulg 3,2",51690,532,,
IG Bulg 4,62055,2241,,
IG Bulg 5,75332,2175|2206|2261|3325,,
IG Bulg 4,62136,2176,,
I Aeg Thrace,10408,981,,
IG Bulg 4,61957,1221,,
Other,100185,16422,,
IG Bulg 4,62292,369,,
IG Bulg 1(2),20209.2,2173|1220,,
IK Byzantion,95307,56,,
"IG Bulg 3,1",41419,568,,
IG Bulg 1(2),20172,613,,
Other,100268,816,,
I Aeg Thrace,10265,4437,,
"IG Bulg 3,1",40912,1669,,
IK Byzantion,95205,15140,,
Other,100156,1734,,
IG Bulg 4,62181,3891,,
IG Bulg 4,62210,456,,
IG Bulg 4,62222,3891,,
IG Bulg 1(2),20228.2,2188|3756|4960,,
Other,100326,2181|2243,,
"IG Bulg 3,1",41445,1196|3240,,
Other,100223,124,,
IG Bulg 2,30613,3681,,
IG Bulg 1(2),20014,2211|124,,
IG Bulg 5,75883,1171,,
IG Bulg 2,30625,2175|2458|3702,,
"IG Bulg 3,1",40992,8959|796,,
IG Bulg 1(2),20181,733,,
"IG Bulg 3,2",51760,247,,
Perinthos-Herakleia,80050,196,,
IG Bulg 2,30670,6364|569,,
IG Bulg 1(2),20456,9089,,
IG Bulg 2,30616,2175|2206|2261|3325|8075,,
I Aeg Thrace,10212,97,,
"IG Bulg 3,2",51874,2176,,
I Aeg Thrace,10495,2211|3476,,
IG Bulg 4,62053,1616,,
"IG Bulg 3,1",41316,10260,,
Perinthos-Herakleia,80064,2211|141,,
IG Bulg 5,75564,2179|2189|7039,,
Other,100135,1504,,
IG Bulg 1(2),20415,3207,,
IG Bulg 1(2),20074,775,,
IG Bulg 1(2),20375,1489,,
IG Bulg 1(2),20369,2176|2189|2261,,
IK Byzantion,95294,15341,,
"IG Bulg 3,1",40882,2177|2181|7564,,
I Aeg Thrace,10071,2188|55,,
IG Bulg 1(2),20179,1708,,
IG Bulg 5,75409,2659,,
IK Byzantion,95020,14267,,
I Aeg Thrace,10009,2177|2330,,
IG Bulg 5,75067,1770,,
IK Byzantion,95234,334,,
IG Bulg 1(2),20046,842,,
"IG Bulg 3,2",51690,1194,,
IG Bulg 5,75800,16691,,
IG Bulg 4,62056,16622,,
Perinthos-Herakleia,80054,3891,,
IG Bulg 4,61923,3891,,
"IG Bulg 3,2",51690,2254,,
Other,100225,15950,,
"IG Bulg 3,1",41517,2189|2234,,
I Aeg Thrace,10231,4362,,
IG Bulg 1(2),20046,134,,
IG Bulg 5,75828,1142,,
"IG Bulg 3,2",51849,2173|2458|2185,,
Other,100108,433,,
"IG Bulg 3,2",51561,2997|2283,,
"IG Bulg 3,1",41404,247,,
IG Bulg 5,75780,25,,
IG Bulg 1(2),20014,2189|2252,,
"IG Bulg 3,1",40878,7546|7548,,
IG Bulg 5,75636,1212|1740,,
"IG Bulg 3,1",41349,1100,,
Perinthos-Herakleia,80061,12202,,
"IG Bulg 3,1",41080,998,,
"IG Bulg 3,1",41421,212,,
IG Bulg 1(2),20047,2189|2287,,
IG Bulg 4,62294,1731,,
Perinthos-Herakleia,80104,4580,,
IG Bulg 1(2),20251,5935,,
I Aeg Thrace,10009,2173|2330,,
IK Byzantion,95115,14526,,
"IG Bulg 3,1",40884,7676|7677,,
IG Bulg 5,75216,2176|2189|2260,,
Perinthos-Herakleia,80004,3891,,
IG Bulg 5,75257,6863|2452,,
IG Bulg 4,62056,16627,,
IK Byzantion,95175,15093|14109,,
"IG Bulg 3,2",51609,2258,,
IG Bulg 1(2),20343.6,3891,,
IG Bulg 1(2),20078.2,842,,
Perinthos-Herakleia,80097,569,,
Other,100320,527,,
"IG Bulg 3,2",51846,1194,,
"IG Bulg 3,2",51605,2188|3681,,
IK Byzantion,95234,2929,,
Other,100394,16559,,
Other,100370,122,,
IG Bulg 1(2),20082.2,200,,
IG Bulg 1(2),20051.2,2976,,
IK Byzantion,95356,14038,,
Perinthos-Herakleia,80165,2189|1219,,
IG Bulg 1(2),20053,3891,,
"IG Bulg 3,1",40900,6860|6861,,
IG Bulg 1(2),20047.2,2204|2232,,
IG Bulg 2,30483,791,,
IK Sestos,90038,14020,,
"IG Bulg 3,2",51616,2189|399,,
"IG Bulg 3,1",40884,2189|6610,,
"IG Bulg 3,2",51690,423,,
Other,100120,15825,,
IG Bulg 1(2),20330,900,,
IG Bulg 1(2),20046,2287,,
IG Bulg 4,62179,3891,,
Perinthos-Herakleia,80061,1493,,
IG Bulg 5,75262,260,,
IG Bulg 1(2),20256,1119,,
IG Bulg 2,30718,212,,
IG Bulg 1(2),20372.2,7411,,
"IG Bulg 3,1",41491,2173|6825|6827,,
IG Bulg 4,62192,10631,,
IG Bulg 2,30708,1554,,
IG Bulg 1(2),20384,8018,,
"IG Bulg 3,1",41517,2188|791,,
IK Byzantion,95019,14253|1638,,
IK Byzantion,95126,13883,,
IK Byzantion,96011,14218|2179,,
IG Bulg 5,75038,756,,
"IG Bulg 3,2",51828,135,,
Other,100368,998,,
IG Bulg 1(2),20388,122,,
"IG Bulg 3,2",51690,309,,
Other,100053,15636,,
"IG Bulg 3,2",51842,732,,
IG Bulg 2,30798,7158,,
IK Byzantion,95323,15422|456,,
Perinthos-Herakleia,80022,2176|2189|335,,
IG Bulg 4,62198,792,,
IG Bulg 4,61922,8990,,
IG Bulg 1(2),20327.01,16667,,
IG Bulg 1(2),20385,466,,
IK Byzantion,95037,14331,,
"IG Bulg 3,2",51719.2,7007,,
IG Bulg 1(2),20317,2189|212,,
"IG Bulg 3,1",41399,2257,,
"IG Bulg 3,1",41204,233,,
"IG Bulg 3,2",51690,1194,,
IG Bulg 1(2),20281,1385,,
Perinthos-Herakleia,80173,2188|1025,,
IG Bulg 1(2),20358,1643,,
Other,100041,1037,,
IG Bulg 1(2),20046,171,,
IG Bulg 1(2),20048,2252,,
IG Bulg 5,75096,1092,,
IG Bulg 2,30530,2176|2175,,
IG Bulg 4,62192,10643,,
IK Byzantion,95067,14390,,
I Aeg Thrace,10078,2358,,
IK Byzantion,95139,15022,,
IG Bulg 4,62295,1693,,
IG Bulg 2,30669,6361,,
IG Bulg 1(2),20145,1491,,
I Aeg Thrace,10212,50,,
Other,100095,1373,,
I Aeg Thrace,10193,2189|4197,,
IG Bulg 4,62192,10637,,
Perinthos-Herakleia,80061,12238,,
Perinthos-Herakleia,80156,2188|12597,,
IG Bulg 4,62315,1218,,
IG Bulg 4,61996,,,
IG Bulg 2,30736,,,
"IG Bulg 3,1",41549,,,
Other,100038,,,
"IG Bulg 3,1",41262,,,
Perinthos-Herakleia,80248,,,
IG Bulg 4,62100,,,
IG Bulg 1(2),20207,,,
IG Bulg 5,75765,,,
I Aeg Thrace,10181.1,,,
IK Byzantion,95135,,,
IK Byzantion,95026,,,
"IG Bulg 3,1",41322,,,
IG Bulg 5,75797,,,
IG Bulg 1(2),20217,,,
IG Bulg 4,61991,,,
IG Bulg 4,62020,,,
"IG Bulg 3,1",40987,,,
Other,100258,,,
"IG Bulg 3,1",40923,,,
I Aeg Thrace,10393,,,
"IG Bulg 3,1",41490,,,
Perinthos-Herakleia,80302,,,
Other,100400,,,
IG Bulg 4,62249,,,
Perinthos-Herakleia,80252,,,
IG Bulg 5,75438.2,,,
"IG Bulg 3,1",41051,,,
IG Bulg 2,30574,,,
IG Bulg 2,30776,,,
IG Bulg 4,62285,,,
Other,100333,,,
I Aeg Thrace,10369,,,
IK Byzantion,95027,,,
"IG Bulg 3,1",41271,,,
I Aeg Thrace,10448,,,
Perinthos-Herakleia,80202,,,
IG Bulg 5,75594,,,
"IG Bulg 3,1",41114,,,
IG Bulg 4,62026,,,
IG Bulg 4,62352,,,
"IG Bulg 3,1",41495,,,
I Aeg Thrace,10309,,,
"IG Bulg 3,1",41041,,,
IG Bulg 1(2),20468.2,,,
Other,100037,,,
"IG Bulg 3,1",41282,,,
IG Bulg 5,75759,,,
IG Bulg 5,75295,,,
IG Bulg 4,62156,,,
Other,100040,,,
"IG Bulg 3,1",41437,,,
IG Bulg 2,30829,,,
"IG Bulg 3,1",40888,,,
IG Bulg 2,30822,,,
IK Byzantion,95013,,,
"IG Bulg 3,2",51877,,,
IG Bulg 5,75839,,,
IG Bulg 4,61995,,,
"IG Bulg 3,2",51866,,,
"IG Bulg 3,2",51738,,,
I Aeg Thrace,10479,,,
IG Bulg 4,62187,,,
I Aeg Thrace,10026,,,
IK Sestos,90068,,,
I Aeg Thrace,10360,,,
IG Bulg 2,30546,,,
IG Bulg 1(2),20364,,,
IG Bulg 1(2),20362,,,
IG Bulg 4,62061,,,
IG Bulg 1(2),20214,,,
I Aeg Thrace,10020,,,
"IG Bulg 3,2",51846.2,,,
IG Bulg 5,75764,,,
IG Bulg 1(2),20242,,,
Other,100335,,,
I Aeg Thrace,10375,,,
I Aeg Thrace,10022,,,
IG Bulg 5,75756,,,
"IG Bulg 3,1",41287,,,
IG Bulg 1(2),20268,,,
IG Bulg 5,75584,,,
I Aeg Thrace,10075,,,
IG Bulg 1(2),20250.2,,,
Other,100215,,,
Other,100402,,,
IG Bulg 2,30584,,,
IG Bulg 1(2),20386,,,
I Aeg Thrace,10334,,,
"IG Bulg 3,1",41294,,,
IG Bulg 4,62096,,,
"IG Bulg 3,1",41237,,,
"IG Bulg 3,2",51869,,,
IG Bulg 1(2),20264,,,
"IG Bulg 3,1",41059,,,
IG Bulg 2,30585,,,
"IG Bulg 3,1",41155,,,
Other,100259,,,
"IG Bulg 3,2",51848,,,
IG Bulg 2,30817.2,,,
IG Bulg 5,75291,,,
"IG Bulg 3,1",41035,,,
IG Bulg 4,61969,,,
"IG Bulg 3,2",51663.2,,,
IG Bulg 5,75358,,,
"IG Bulg 3,1",41072,,,
IK Sestos,90069,,,
IG Bulg 1(2),20305,,,
Perinthos-Herakleia,80264,,,
"IG Bulg 3,1",40944,,,
Perinthos-Herakleia,80030,,,
IG Bulg 4,61987,,,
IK Byzantion,95123,,,
IG Bulg 1(2),20252.1,,,
IG Bulg 4,62287,,,
IG Bulg 2,30745,,,
"IG Bulg 3,1",41503,,,
"IG Bulg 3,1",41269,,,
IG Bulg 1(2),20468.1,,,
Perinthos-Herakleia,80280,,,
IG Bulg 5,75469,,,
IG Bulg 2,30583,,,
IG Bulg 2,30484,,,
IG Bulg 4,62167,,,
IK Byzantion,95366,,,
"IG Bulg 3,1",41042,,,
"IG Bulg 3,1",41091,,,
"IG Bulg 3,2",51618,,,
IG Bulg 5,75384,,,
IG Bulg 5,75838,,,
Other,100182,,,
IG Bulg 4,62093,,,
IG Bulg 2,30794,,,
"IG Bulg 3,2",51826,,,
"IG Bulg 3,1",41160,,,
Other,100399,,,
Other,100324,,,
"IG Bulg 3,1",40914,,,
IG Bulg 4,61920,,,
IG Bulg 2,30772,,,
IK Byzantion,96029,,,
IG Bulg 4,62103,,,
IG Bulg 5,75621,,,
"IG Bulg 3,2",51662,,,
IG Bulg 4,62256,,,
"IG Bulg 3,2",51855,,,
"IG Bulg 3,2",51687,,,
"IG Bulg 3,1",40968,,,
IG Bulg 1(2),20124.2,,,
"IG Bulg 3,2",51617,,,
IK Byzantion,95010,,,
Other,100180,,,
I Aeg Thrace,10451,,,
"IG Bulg 3,1",41134,,,
I Aeg Thrace,10490,,,
IG Bulg 2,30825,,,
Other,100313,,,
IG Bulg 2,30702,,,
Other,100254,,,
"IG Bulg 3,1",41092,,,
Other,100191,,,
Other,100248,,,
"IG Bulg 3,2",51856,,,
IG Bulg 1(2),20225,,,
IK Byzantion,95041,,,
Other,100018,,,
IG Bulg 5,75726,,,
"IG Bulg 3,1",41365,,,
"IG Bulg 3,2",51792,,,
"IG Bulg 3,2",51599.2,,,
"IG Bulg 3,2",51711,,,
"IG Bulg 3,1",40879,,,
Perinthos-Herakleia,80262,,,
IG Bulg 1(2),20304.2,,,
IK Byzantion,95053.2,,,
"IG Bulg 3,1",41286,,,
IG Bulg 1(2),20308.1,,,
"IG Bulg 3,1",41054,,,
IG Bulg 4,61980,,,
I Aeg Thrace,10439,,,
IK Byzantion,95053.1,,,
Perinthos-Herakleia,80117,,,
Other,100379,,,
"IG Bulg 3,2",51824,,,
"IG Bulg 3,1",41163,,,
IG Bulg 1(2),20386.4,,,
I Aeg Thrace,10283,,,
IG Bulg 5,75912,,,
"IG Bulg 3,1",41418,,,
"IG Bulg 3,1",40958,,,
"IG Bulg 3,1",41222,,,
"IG Bulg 3,2",51664,,,
"IG Bulg 3,1",41284,,,
"IG Bulg 3,1",41548,,,
IG Bulg 5,75732,,,
"IG Bulg 3,2",51844,,,
Perinthos-Herakleia,80253,,,
IK Byzantion,95274,,,
"IG Bulg 3,1",41213,,,
"IG Bulg 3,2",51791,,,
IG Bulg 4,62180,,,
"IG Bulg 3,1",40954.2,,,
"IG Bulg 3,1",41505,,,
IK Byzantion,95015,,,
IG Bulg 2,30695,,,
"IG Bulg 3,1",41182,,,
Perinthos-Herakleia,80031,,,
IG Bulg 1(2),20067,,,
IK Byzantion,96019,,,
IG Bulg 2,30548,,,
Perinthos-Herakleia,80194,,,
Other,100231,,,
IG Bulg 5,75377,,,
IG Bulg 4,61949,,,
"IG Bulg 3,1",41243,,,
IG Bulg 1(2),20349.2,,,
"IG Bulg 3,1",41306,,,
Other,100087,,,
Other,100177,,,
Other,100304,,,
IG Bulg 1(2),20237,,,
IG Bulg 1(2),20240.2,,,
"IG Bulg 3,2",51886,,,
IG Bulg 4,62117,,,
"IG Bulg 3,2",51671,,,
Other,100307,,,
"IG Bulg 3,1",41233,,,
IG Bulg 4,62146,,,
IG Bulg 5,75906,,,
IG Bulg 1(2),20321,,,
IG Bulg 1(2),20473,,,
"IG Bulg 3,1",41180,,,
"IG Bulg 3,1",40957,,,
Perinthos-Herakleia,80119,,,
"IG Bulg 3,1",40930,,,
IG Bulg 5,75721,,,
"IG Bulg 3,1",41403,,,
IG Bulg 1(2),20467,,,
I Aeg Thrace,10282,,,
"IG Bulg 3,2",51785,,,
Other,100243,,,
IK Byzantion,95293,,,
Perinthos-Herakleia,80276,,,
"IG Bulg 3,1",41220,,,
"IG Bulg 3,1",40981,,,
I Aeg Thrace,10469,,,
IG Bulg 5,75378,,,
IG Bulg 2,30774,,,
IG Bulg 4,62162,,,
"IG Bulg 3,1",41234,,,
IG Bulg 2,30793,,,
Other,100323,,,
I Aeg Thrace,10341,,,
IG Bulg 4,61951,,,
"IG Bulg 3,1",41253,,,
I Aeg Thrace,10361,,,
"IG Bulg 3,1",41043,,,
Other,100256,,,
"IG Bulg 3,1",40927,,,
"IG Bulg 3,2",51883,,,
IG Bulg 1(2),20235,,,
"IG Bulg 3,1",41125,,,
IG Bulg 1(2),20038.2,,,
"IG Bulg 3,1",41017,,,
IG Bulg 1(2),20243,,,
I Aeg Thrace,10171,,,
IG Bulg 1(2),20349.8,,,
I Aeg Thrace,10326,,,
"IG Bulg 3,1",41225,,,
IG Bulg 5,75588,,,
IG Bulg 5,75722,,,
"IG Bulg 3,1",41397,,,
"IG Bulg 3,1",40938,,,
I Aeg Thrace,10342,,,
IK Sestos,90053,,,
Other,100189,,,
IG Bulg 4,61979,,,
"IG Bulg 3,2",51692,,,
"IG Bulg 3,1",41068,,,
"IG Bulg 3,2",51694,,,
I Aeg Thrace,10014,,,
Other,100027,,,
IG Bulg 2,30649,,,
IK Sestos,90024,,,
"IG Bulg 3,1",41241,,,
IG Bulg 5,75766,,,
IG Bulg 4,62171,,,
IK Sestos,90037,,,
IK Sestos,90033,,,
IG Bulg 4,62185,,,
"IG Bulg 3,1",41330,,,
Other,100220,,,
"IG Bulg 3,1",41053,,,
IG Bulg 4,62259,,,
"IG Bulg 3,2",51608,,,
I Aeg Thrace,10397,,,
"IG Bulg 3,1",40895,,,
"IG Bulg 3,2",51755,,,
"IG Bulg 3,1",41036,,,
Perinthos-Herakleia,80277,,,
IG Bulg 1(2),20472,,,
IG Bulg 2,30570,,,
IG Bulg 1(2),20065,,,
IG Bulg 4,62043,,,
I Aeg Thrace,10188,,,
IG Bulg 4,61970,,,
"IG Bulg 3,1",41228,,,
"IG Bulg 3,1",41264,,,
I Aeg Thrace,10198,,,
"IG Bulg 3,1",41245,,,
IG Bulg 5,75725,,,
Perinthos-Herakleia,80058,,,
Other,100305,,,
Perinthos-Herakleia,80303,,,
IG Bulg 5,75298,,,
IG Bulg 5,75823,,,
IG Bulg 5,75715,,,
I Aeg Thrace,10174,,,
IG Bulg 2,30810,,,
IG Bulg 2,30792,,,
"IG Bulg 3,1",41551,,,
"IG Bulg 3,1",41226,,,
Other,100401,,,
Other,100143,,,
"IG Bulg 3,1",41470,,,
IG Bulg 2,30582,,,
IG Bulg 4,62182,,,
IG Bulg 5,75072,,,
IG Bulg 5,75834,,,
IG Bulg 1(2),20397,,,
IK Byzantion,95300,,,
IG Bulg 4,62205,,,
"IG Bulg 3,2",51724,,,
Other,100032,,,
"IG Bulg 3,1",41246,,,
IG Bulg 5,75908,,,
"IG Bulg 3,1",41545,,,
IG Bulg 5,75854,,,
"IG Bulg 3,1",41071,,,
IG Bulg 5,75322,,,
Other,100170,,,
"IG Bulg 3,1",41267,,,
"IG Bulg 3,1",41257,,,
I Aeg Thrace,10321,,,
IG Bulg 4,62326,,,
"IG Bulg 3,2",51750,,,
IG Bulg 4,62208.2,,,
IG Bulg 4,62345,,,
IG Bulg 4,62216,,,
IG Bulg 1(2),20090.2,,,
Other,100229,,,
"IG Bulg 3,1",41390,,,
I Aeg Thrace,10056,,,
I Aeg Thrace,10484,,,
"IG Bulg 3,1",41423,,,
"IG Bulg 3,1",41527,,,
IG Bulg 1(2),20076.2,,,
"IG Bulg 3,1",41062,,,
IK Byzantion,95042,,,
IG Bulg 5,75362,,,
IK Byzantion,96060,,,
"IG Bulg 3,2",51887,,,
IG Bulg 4,62164,,,
IG Bulg 4,62063,,,
IG Bulg 2,30596,,,
IG Bulg 1(2),20351,,,
IG Bulg 2,30653,,,
IG Bulg 1(2),20071,,,
IG Bulg 2,30786,,,
"IG Bulg 3,1",41162,,,
"IG Bulg 3,1",40937,,,
I Aeg Thrace,10430,,,
IG Bulg 4,61971,,,
"IG Bulg 3,1",41288,,,
I Aeg Thrace,10034,,,
"IG Bulg 3,2",51896,,,
IG Bulg 4,61981,,,
Other,100319,,,
"IG Bulg 3,2",51881,,,
Perinthos-Herakleia,80263,,,
"IG Bulg 3,1",40954,,,
IG Bulg 1(2),20233,,,
"IG Bulg 3,1",41120,,,
IK Byzantion,95152,,,
IG Bulg 2,30873,,,
"IG Bulg 3,1",41242,,,
IG Bulg 1(2),20341,,,
Perinthos-Herakleia,80250,,,
IK Byzantion,95014,,,
IG Bulg 1(2),20304,,,
IG Bulg 4,62353,,,
Perinthos-Herakleia,80257,,,
"IG Bulg 3,1",41469,,,
IG Bulg 5,75723,,,
"IG Bulg 3,1",41065,,,
"IG Bulg 3,2",51643,,,
Other,100325,,,
I Aeg Thrace,10473,,,
IG Bulg 5,75297,,,
IG Bulg 1(2),20387,,,
Perinthos-Herakleia,80118,,,
"IG Bulg 3,1",40960,,,
IK Sestos,90022,,,
Other,100022,,,
IK Sestos,90043,,,
Other,100157,,,
IG Bulg 1(2),20308.11,,,
"IG Bulg 3,1",40934,,,
IG Bulg 2,30875,,,
I Aeg Thrace,10481,,,
IG Bulg 1(2),20300,,,
I Aeg Thrace,10017,,,
IG Bulg 5,75649,,,
"IG Bulg 3,2",51600,,,
"IG Bulg 3,2",51789,,,
"IG Bulg 3,2",51645,,,
"IG Bulg 3,1",41229,,,
IG Bulg 5,75198,,,
I Aeg Thrace,10102,,,
IG Bulg 1(2),20209,,,
Other,100175,,,
Perinthos-Herakleia,80034,,,
IG Bulg 1(2),20009,,,
"IG Bulg 3,1",41309,,,
IG Bulg 5,75846,,,
"IG Bulg 3,1",41236,,,
"IG Bulg 3,1",41550,,,
"IG Bulg 3,2",51769,,,
Other,100216,,,
IG Bulg 5,75041,,,
"IG Bulg 3,1",41368,,,
"IG Bulg 3,2",51651,,,
IG Bulg 2,30597.3,,,
IG Bulg 2,30528,,,
IG Bulg 5,75754,,,
IG Bulg 5,75638,,,
I Aeg Thrace,10187,,,
Other,100115,,,
"IG Bulg 3,1",41056,,,
IG Bulg 5,75435,,,
Other,100006,,,
IG Bulg 1(2),20216,,,
"IG Bulg 3,1",41248,,,
IK Sestos,90029,,,
IG Bulg 4,61914,,,
IG Bulg 5,75840,,,
I Aeg Thrace,10169,,,
"IG Bulg 3,2",51635,,,
IG Bulg 2,30654,,,
Other,100179,,,
IG Bulg 4,62144,,,
IG Bulg 4,62159,,,
Other,100287,,,
"IG Bulg 3,1",41290,,,
Perinthos-Herakleia,80032,,,
Other,100066,,,
IG Bulg 1(2),20176,,,
IG Bulg 5,75246,,,
IG Bulg 4,61921,,,
"IG Bulg 3,1",41497,,,
IG Bulg 2,30707,,,
"IG Bulg 3,2",51566,,,
IG Bulg 1(2),20305.2,,,
"IG Bulg 3,2",51745,,,
Other,100230,,,
IK Byzantion,96005,,,
Other,100419,,,
IG Bulg 4,61968,,,
Perinthos-Herakleia,80055,,,
I Aeg Thrace,10029,,,
"IG Bulg 3,2",51823,,,
"IG Bulg 3,1",41066,,,
IG Bulg 4,61946,,,
I Aeg Thrace,10320,,,
Other,100206,,,
IG Bulg 1(2),20349.7,,,
IG Bulg 2,30806,,,
I Aeg Thrace,10480,,,
"IG Bulg 3,2",51839,,,
"IG Bulg 3,1",41370,,,
Other,100252,,,
"IG Bulg 3,1",41130,,,
"IG Bulg 3,1",40943,,,
"IG Bulg 3,2",51579,,,
"IG Bulg 3,1",41238,,,
IG Bulg 5,75713,,,
Other,100250,,,
"IG Bulg 3,1",41249,,,
IG Bulg 4,62098,,,
"IG Bulg 3,1",41331,,,
IG Bulg 1(2),20394,,,
Other,100020,,,
"IG Bulg 3,1",41376,,,
"IG Bulg 3,2",51611,,,
"IG Bulg 3,1",40919,,,
IG Bulg 5,75508,,,
"IG Bulg 3,1",41158,,,
I Aeg Thrace,10491,,,
"IG Bulg 3,2",51884,,,
IG Bulg 5,75851,,,
"IG Bulg 3,1",41274,,,
IG Bulg 4,62188,,,
IG Bulg 5,75303,,,
"IG Bulg 3,1",41391,,,
IG Bulg 1(2),20329,,,
IG Bulg 1(2),20245,,,
"IG Bulg 3,1",41270,,,
IG Bulg 2,30597,,,
IG Bulg 1(2),20042.2,,,
"IG Bulg 3,2",51720,,,
Other,100246,,,
"IG Bulg 3,1",40996,,,
Perinthos-Herakleia,80116,,,
I Aeg Thrace,10159,,,
Other,100251,,,
"IG Bulg 3,1",41266,,,
IG Bulg 1(2),20247,,,
IG Bulg 5,75763,,,
IG Bulg 2,30658,,,
"IG Bulg 3,1",41526,,,
IG Bulg 2,30490,,,
IG Bulg 5,75916,,,
I Aeg Thrace,10452,,,
Other,100031,,,
"IG Bulg 3,1",41481,,,
Other,100403,,,
IG Bulg 2,30581,,,
"IG Bulg 3,1",41119,,,
"IG Bulg 3,1",41275,,,
IK Byzantion,95046.2,,,
Other,100007,,,
IG Bulg 5,75622,,,
IG Bulg 4,62190,,,
IG Bulg 5,75314,,,
IG Bulg 1(2),20343.3,,,
IG Bulg 1(2),20403,,,
IG Bulg 1(2),20398,,,
"IG Bulg 3,2",51897,,,
I Aeg Thrace,10004,,,
IG Bulg 1(2),20238,,,
Other,100387,,,
Other,100028,,,
IG Bulg 1(2),20076,,,
Other,100356,,,
Other,100369,,,
IG Bulg 5,75768,,,
Other,100003,,,
IG Bulg 5,75885,,,
IG Bulg 1(2),20299,,,
IG Bulg 4,61944,,,
I Aeg Thrace,10197,,,
I Aeg Thrace,10332,,,
"IG Bulg 3,1",40986,,,
I Aeg Thrace,10399,,,
IG Bulg 5,75762,,,
"IG Bulg 3,1",41531,,,
IG Bulg 1(2),20250,,,
Perinthos-Herakleia,80043,,,
IG Bulg 4,62186,,,
Perinthos-Herakleia,80251,,,
IG Bulg 1(2),20093,,,
I Aeg Thrace,10493,,,
IG Bulg 4,62054,,,
"IG Bulg 3,1",41227,,,
I Aeg Thrace,10074,,,
I Aeg Thrace,10285,,,
"IG Bulg 3,1",41230,,,
IG Bulg 2,30780.2,,,
"IG Bulg 3,1",41137,,,
IG Bulg 5,75313,,,
IG Bulg 2,30776.2,,,
IG Bulg 2,30767,,,
Other,100240,,,
IG Bulg 2,30735,,,
IG Bulg 5,75412,,,
I Aeg Thrace,10173,,,
I Aeg Thrace,10101,,,
IG Bulg 2,30552,,,
I Aeg Thrace,10471,,,
"IG Bulg 3,2",51853.2,,,
IG Bulg 2,30526,,,
IG Bulg 4,62163,,,
Perinthos-Herakleia,80203,,,
IK Byzantion,95047,,,
Perinthos-Herakleia,80249,,,
IG Bulg 5,75199,,,
IG Bulg 4,62201,,,
Other,100405,,,
IG Bulg 4,62309,,,
Other,100349,,,
"IG Bulg 3,1",41295,,,
IG Bulg 5,75310,,,
Perinthos-Herakleia,80215,,,
"IG Bulg 3,2",51729,,,
"IG Bulg 3,1",41157,,,
IG Bulg 5,75260,,,
IG Bulg 1(2),20372,,,
Perinthos-Herakleia,80196,,,
Other,100308,,,
IG Bulg 1(2),20081,,,
Other,100012,,,
Other,100005,,,
I Aeg Thrace,10377,,,
IG Bulg 5,75597,,,
IG Bulg 1(2),20236,,,
IG Bulg 2,30736.2,,,
IG Bulg 4,62005,,,
"IG Bulg 3,1",41240,,,
IG Bulg 5,75752,,,
IG Bulg 5,75733,,,
I Aeg Thrace,10434,,,
